freq,specialised,postpro,step1,step2,step3,num_of_freq_patterns,num_of_final_patterns
0.4,0.0683,24.6626,24.6616,0.0001,0.0009,5,5
0.35,0.1341,24.3346,24.3324,0.0013,0.0009,28,28
0.3,0.2099,22.3103,22.3096,0.0001,0.0007,47,47
0.25,0.4915,31.5396,31.5380,0.0003,0.0013,277,277
0.2,1.4552,23.4770,23.4711,0.0011,0.0047,938,938
